Name,Frequency,Avg_Popularity,Avg_Revenue
Rory Keenan,3,16.303602333333334,23037552.333333332
David Hyde Pierce,8,11.584655249999999,23034611.75
David Alan Grier,8,6.013804375,23008746.875
Roy Billing,1,16.931846,23006849.0
Tammin Sursok,1,16.931846,23006849.0
Jake McDorman,1,16.931846,23006849.0
Julia Blake,1,16.931846,23006849.0
Joanna 'JoJo' Levesque,1,16.931846,23006849.0
Vanity,2,5.9007805,23005629.5
Theresa Saldana,1,35.524457,23000000.0
Mario Gallo,1,35.524457,23000000.0
Nicholas Colasanto,1,35.524457,23000000.0
Charles Scorsese,1,35.524457,23000000.0
Ranbir Kapoor,2,3.1768055,23000000.0
Timothy West,4,12.510454500000002,22998523.0
Lindsay Crouse,5,11.5769604,22971293.2
Joan Rivers,2,23.030468499999998,22970085.5
Clifton Collins Jr,14,17.424675357142856,22962901.785714287
Randy Travis,2,8.935747,22958384.5
Jun Kunimura,2,10.123155,22946106.0
Riz Abbasi,1,18.394571,22944502.0
Andre Kinney,1,15.21229,22942221.0
Brian McElhaney,1,16.183746,22939027.0
Kate Nowlin,1,16.183746,22939027.0
Paul Cicero,1,18.422008,22921898.0
Mal Z. Lawrence,1,18.422008,22921898.0
Sabrina Barry,1,6.787967,22889018.0
Laurence Barry,1,6.787967,22889018.0
William Ruane,1,6.787967,22889018.0
Orla Fitzgerald,1,6.787967,22889018.0
Gerard Kearney,1,6.787967,22889018.0
Kieran Aherne,1,6.787967,22889018.0
Orson Bean,1,27.546914,22863596.0
James Mason,4,11.65403775,22856812.5
Wendy Braun,1,20.792603,22852638.0
Anthony Ruivivar,1,20.792603,22852638.0
Aly Michalka,2,9.7619375,22851873.5
Bill Bellamy,5,6.3416036,22838207.0
Gloria Grahame,2,25.928475000000002,22822062.0
Adar Beck,2,17.561701,22818184.0
Nikita Hopkins,2,9.4306995,22777266.5
Ken Sansom,2,9.4306995,22777266.5
Christopher Cousins,2,10.9895335,22742333.5
Vincent Pérez,2,6.650468999999999,22739555.0
Christian Manon,2,5.8918135,22739555.0
The Edge,1,0.335195,22730842.0
 Larry Mullen Jr.,1,0.335195,22730842.0
Adam Clayton,1,0.335195,22730842.0
Cindy Cheung,2,15.1741675,22704566.0
Marcello Thedford,2,6.3808115,22684454.5
Melissa Joan Hart,4,6.7095705,22640456.5
Matt Gillanders,2,6.6684915,22620335.0
Matthew Settle,2,10.5211355,22609805.0
Melanie Griffith,8,9.585497875,22594843.25
Faye Grant,1,4.482714,22593409.0
Kris Park,1,4.482714,22593409.0
Mark Metcalf,1,4.482714,22593409.0
Tom Sturridge,2,22.817740999999998,22566551.0
Leslie Hope,2,15.378079,22548001.5
Elizabeth Peña,6,6.655936833333333,22546004.0
Azura Skye,3,14.076784666666667,22543967.666666668
Gladys Cooper,4,10.074990249999999,22539682.75
James Donald,2,29.085713,22522235.5
Jim Breuer,2,6.318512999999999,22480010.0
Larry David,4,11.06341825,22479279.0
Harry Dean Stanton,12,16.87819108333333,22467481.75
Tia Mowry-Hardrict,1,11.436405,22456509.0
Kathrine Narducci,3,5.143208333333333,22449004.333333332
Michel Fau,1,11.000654,22441323.0
Mireille Mossé,1,11.000654,22441323.0
Marc Fayolle,1,11.000654,22441323.0
Emilie Gavois-Kahn,1,11.000654,22441323.0
Jean-Marie Lamour,1,11.000654,22441323.0
Jean-Claude Lecas,1,11.000654,22441323.0
Erarde Forestali,1,11.000654,22441323.0
Brent Briscoe,5,12.3370326,22435927.0
Alex Dimitriades,1,10.259461,22400154.0
Douglas Sills,1,10.259461,22400154.0
Hanna Verboom,1,10.259461,22400154.0
Jordan Peele,2,19.5882515,22363130.5
Victor Argo,6,11.062947833333334,22324569.333333332
Tom Stokes,1,13.916583,22309223.0
Jeffrey Daunton,1,13.916583,22309223.0
Tom Hobbs,1,13.916583,22309223.0
Tanroh Ishida,1,13.916583,22309223.0
Michael MacKenzie,1,13.916583,22309223.0
Shu Qi,2,21.2878435,22280737.0
Michael Esper,3,19.518273333333333,22228824.0
Lee-Anne Liebenberg,1,21.538222,22211426.0
Jason Spevack,3,12.994195666666664,22208561.333333332
Mike Moroff,2,13.678933,22202566.5
Jo Champa,1,8.870614,22200000.0
Géraldine Pailhas,1,8.870614,22200000.0
Marita Geraghty,1,8.870614,22200000.0
Shah Rukh Khan,4,6.8972955,22182670.0
Darby Stanchfield,1,9.67299,22179430.0
Adrienne Shelly,1,9.67299,22179430.0
Cindy Drummond,1,9.67299,22179430.0
Marco Rodríguez,2,9.9784675,22175463.0
Valorie Armstrong,1,12.654051,22168359.0
Erika Anderson,1,12.654051,22168359.0
Joe Seely,1,12.654051,22168359.0
Kelly Jo Minter,1,12.654051,22168359.0
Michael Ashton,1,12.654051,22168359.0
Anthony Ray Parker,1,7.679336,22165608.0
Kelly Carlson,1,7.679336,22165608.0
Firass Dirani,1,7.679336,22165608.0
Abigail Bianca,1,7.679336,22165608.0
Jerome Ehlers,1,7.679336,22165608.0
Polly Draper,3,19.821034,22165573.333333332
Jordin Sparks,2,18.075327,22160196.5
James Thomas,2,16.82621,22143565.5
Jill Ritchie,3,9.265692333333334,22125582.333333332
Jeff Fahey,4,13.4028265,22120224.75
Mark Gatiss,2,17.684548500000002,22078696.5
Michael G. Wilkinson,1,13.119133,22044277.0
Emanuel Ragsdale,1,13.119133,22044277.0
Jill Basey,1,13.119133,22044277.0
Robert LeQuang,1,13.119133,22044277.0
Josie Maran,1,6.246199,22034832.0
Jason Antoon,1,6.246199,22034832.0
Shannyn Sossamon,10,15.4510567,22017063.9
Katie Parker,2,21.0999565,22015123.0
James Lafferty,2,18.436916500000002,22015123.0
Kathleen Key,1,0.785744,22000000.0
Betty Hutton,2,5.357315,22000000.0
Robert Ober,1,0.785744,22000000.0
Hobart Bosworth,1,0.785744,22000000.0
Claire McDowell,1,0.785744,22000000.0
John Gilbert,1,0.785744,22000000.0
Renée Adorée,1,0.785744,22000000.0
Karl Dane,1,0.785744,22000000.0
Claire Adams,1,0.785744,22000000.0
Rosita Marstini,1,0.785744,22000000.0
Shavar Ross,1,12.639469,21930418.0
Vernon Washington,1,12.639469,21930418.0
Marco St. John,1,12.639469,21930418.0
Anthony Barrile,1,12.639469,21930418.0
Carol Locatell,1,12.639469,21930418.0
Juliette Cummins,1,12.639469,21930418.0
Caskey Swaim,1,12.639469,21930418.0
Richard Young,1,12.639469,21930418.0
John Shepherd,1,12.639469,21930418.0
Melanie Kinnaman,1,12.639469,21930418.0
Emilio Estevez,6,11.318435333333333,21912771.333333332
Haviland Morris,2,21.147406,21879801.5
Anna Mikhalkova,1,2.785832,21834845.0
Sergei Barkovsky,1,2.785832,21834845.0
Maksim Sukhanov,1,2.785832,21834845.0
Pyotr Fyodorov,1,2.785832,21834845.0
Mikhail Evlanov,1,2.785832,21834845.0
Vasily Stepanov,1,2.785832,21834845.0
Ignat Akrachkov,1,2.785832,21834845.0
Natalie Wood,2,13.034236,21828411.0
Lynn Whitfield,5,5.0663204,21822507.4
Seu Jorge,3,23.328050333333334,21816724.333333332
Nathan Geist,1,2.850896,21800302.0
Janet Leigh,3,36.84181233333333,21792787.0
Cat Power,1,10.733761,21786738.0
Chad R. Davis,1,10.733761,21786738.0
Michael Delano,1,10.733761,21786738.0
Norah Jones,1,10.733761,21786738.0
Katya Blumenberg,1,10.733761,21786738.0
Samm Levine,2,10.2045975,21763880.0
John Furey,1,16.517777,21722776.0
Walt Gorney,1,16.517777,21722776.0
Russell Todd,1,16.517777,21722776.0
Kirsten Baker,1,16.517777,21722776.0
Betsy Palmer,1,16.517777,21722776.0
Lauren-Marie Taylor,1,16.517777,21722776.0
Stuart Charno,1,16.517777,21722776.0
Adrienne King,1,16.517777,21722776.0
Marta Kober,1,16.517777,21722776.0
Vivian Wu,2,6.23369,21666115.5
Edward Binns,3,26.859458333333333,21659083.333333332
Jillian Estell,1,12.172131,21571189.0
Indigo,1,12.172131,21571189.0
Mpho Koaho,1,12.172131,21571189.0
Chasey Lain,1,10.232599,21567853.0
Robin Roberts,1,10.232599,21567853.0
Jill Kelly,1,10.232599,21567853.0
Terence Maynard,2,15.4885765,21530997.0
Ned Dennehy,2,18.533168,21530991.0
Lindsay Michelle Nader,1,10.409253,21520719.0
Dean Friss,1,4.134327,21510851.0
Robert Mann,1,4.134327,21510851.0
Tristan Mack Wilds,2,10.012005,21508560.0
Frank Morgan,2,34.642272999999996,21463483.5
Arif Zakaria,2,7.9833845000000005,21437166.0
Laurence Olivier,6,12.7077765,21420359.666666668
Lance Gross,1,6.733485,21409028.0
Anjelah N. Johnson,1,6.733485,21409028.0
Carlos Mencia,1,6.733485,21409028.0
Christopher Freeman,1,7.89147,21400000.0
Sabine Karsenti,1,7.89147,21400000.0
Sylvain Landry,1,7.89147,21400000.0
Christian Tessier,1,7.89147,21400000.0
Mehcad Brooks,3,6.728492333333333,21389389.333333332
James Canning,1,14.518598,21378361.0
Ty Mitchell,1,14.518598,21378361.0
Alphonso McAuley,2,7.7313600000000005,21323724.5
Jenna Fischer,5,14.6145194,21300533.4
Jeffrey Combs,5,10.545279400000002,21297870.0
Brian O'Halloran,3,19.897214,21275889.0
Phil Jackson,1,1.830306,21268532.0
"Ken Griffey, Jr.",1,1.830306,21268532.0
Steve Kerr,1,1.830306,21268532.0
Bob Costas,1,1.830306,21268532.0
Charlie Yeung,2,10.8544615,21243695.0
Monica Calhoun,5,3.924928,21239795.0
Dany Boon,4,13.03921275,21225260.25
John McIntire,2,49.9014155,21200000.0
Isaac Hayes,5,14.979588000000001,21195479.4
Joanna Cassidy,6,22.792266999999995,21193297.333333332
Albert Daniels,1,5.422285,21170563.0
Khadijah Haqq,1,5.422285,21170563.0
Jenny Zigriano,1,14.947588,21164799.0
Kate Miner,1,14.947588,21164799.0
Andrew Bachelor,1,14.947588,21164799.0
Cassandra Bell,1,17.193659,21148829.0
Spencer Tracy,4,7.574994500000001,21133750.0
Zachary David Cope,1,6.044161,21133087.0
Conor O'Farrell,1,6.044161,21133087.0
Stephen Eugene Walker,1,6.044161,21133087.0
Mary Kay Cook,1,6.044161,21133087.0
E. Roger Mitchell,2,11.788890499999999,21130467.5
Lou Taylor Pucci,5,11.7430316,21129349.0
Angel Coulby,1,24.240361,21126225.0
Eric Bogosian,6,7.5064795,21120672.666666668
Michael Higgins,2,16.085006,21109821.5
Ellen Greene,2,8.3275715,21108483.5
Pamela Harper,1,12.471239,21107746.0
Nicholas Clark,1,12.471239,21107746.0
Jonshel Alexander,1,12.471239,21107746.0
Levy Easterly,1,12.471239,21107746.0
Amber Henry,1,12.471239,21107746.0
Lowell Landes,1,12.471239,21107746.0
Gina Montana,1,12.471239,21107746.0
Joseph Brown,1,12.471239,21107746.0
Alan Bates,4,6.16947075,21083046.75
R. G. Armstrong,6,11.686776166666666,21078029.333333332
John DeSantis,3,13.032286,21066299.666666668
David Huddleston,4,17.2586175,21061975.75
Ted Ross,1,2.753313,21049053.0
Nipsey Russell,1,2.753313,21049053.0
Diana Ross,1,2.753313,21049053.0
Thelma Carpenter,1,2.753313,21049053.0
Mabel King,1,2.753313,21049053.0
Lena Horne,1,2.753313,21049053.0
Carrie Nye,1,13.661289,21028755.0
Viveca Lindfors,1,13.661289,21028755.0
Kirk Jones,1,20.374308,21009180.0
Scott Michael Campbell,1,20.374308,21009180.0
Baird Wallace,1,2.238646,21001563.0
Paolo Seganti,1,2.238646,21001563.0
Massimo Ghini,1,2.238646,21001563.0
Charlie Lucas,1,2.238646,21001563.0
Claudio Spadaro,1,2.238646,21001563.0
Danny Pino,1,3.043589,21000000.0
Peter Lewis,2,12.5613405,20981564.0
Maddie Corman,4,11.7672885,20972062.5
Nicky Katt,8,11.847241499999999,20966804.75
Fabia Drake,1,7.961559,20966644.0
Joan Henley,1,7.961559,20966644.0
Philip Chan Yan-Kin,2,13.990815999999999,20954418.0
Bolo Yeung,2,13.990815999999999,20954418.0
Evan Rachel Wood,11,15.187826181818183,20924169.181818184
Mo'Nique,8,8.156413375,20917030.125
Mojo Nixon,1,14.587367,20915465.0
Ron Carey,3,9.096289333333333,20911981.666666668
Goya Toledo,1,23.281616,20908467.0
Humberto Busto,1,23.281616,20908467.0
Alvaro Guerrero,1,23.281616,20908467.0
Rodrigo Murray,1,23.281616,20908467.0
Rosa María Bianchi,1,23.281616,20908467.0
Vanessa Bauche,1,23.281616,20908467.0
Gerardo Campbell,1,23.281616,20908467.0
Jorge Salinas,1,23.281616,20908467.0
Adrian Dunbar,3,4.7495899999999995,20873617.0
Tom O'Brien,2,10.74165,20799294.0
Patrick Rapold,1,25.848003,20796847.0
Jessica Boehrs,1,25.848003,20796847.0
Travis Wester,1,25.848003,20796847.0
Ella Joyce,2,8.336421,20795443.0
"Louis Gossett, Jr.",3,2.6136836666666667,20789443.0
Chengwu Guo,1,1.876811,20719451.0
Chi Cao,1,1.876811,20719451.0
Madeleine Eastoe,1,1.876811,20719451.0
Camilla Vergotis,1,1.876811,20719451.0
Wen Bin Huang,1,1.876811,20719451.0
Gerard Hendrick,1,19.052179,20710513.0
Alaistair Foley,1,19.052179,20710513.0
Danuse Ktrestova,1,19.052179,20710513.0
Mal Whyte,1,19.052179,20710513.0
Glen Hansard,1,19.052179,20710513.0
Markéta Irglová,1,19.052179,20710513.0
Geoff Minogue,1,19.052179,20710513.0
Bill Hodnett,1,19.052179,20710513.0
Hugh Walsh,1,19.052179,20710513.0
Darren Healy,1,19.052179,20710513.0
Carrie Snodgress,2,8.657150999999999,20705284.0
Tommy Dysart,1,3.656491,20659423.0
Sigrid Thornton,1,3.656491,20659423.0
Bruce Kerr,1,3.656491,20659423.0
Tom Burlinson,1,3.656491,20659423.0
June Jago,1,3.656491,20659423.0
David Bradshaw,1,3.656491,20659423.0
Terence Donovan,1,3.656491,20659423.0
Friederike Kempter,1,28.353517,20645327.0
David Smigelski,1,9.119797,20627372.0
Gay Thomas-Wilson,1,9.119797,20627372.0
Raquel Beaudene,1,9.119797,20627372.0
Blake Shields,1,9.119797,20627372.0
David Alpay,2,6.2647995,20618824.0
Paul Henreid,2,27.636243,20605821.0
Joe Flaherty,2,19.7635765,20602549.5
Gary Busey,4,21.44648975,20592119.0
Pat Carroll,2,10.555151,20585392.0
Marcel Bozzuffi,2,9.9040365,20579378.5
Dan Stevens,3,29.413948333333334,20578869.333333332
Jamar Malachi Neighbors,1,18.268009,20566327.0
Darrell Britt-Gibson,1,18.268009,20566327.0
Angelo Rossitto,2,19.3615905,20547609.5
Roddy McDowall,7,12.186653000000002,20533628.714285713
Marshall Chapman,1,7.809701,20529194.0
Skipp Sudduth,4,14.029549750000001,20525965.25
Rakie Ayola,2,30.7317085,20518871.0
Cicely Tyson,6,6.506527666666667,20511895.666666668
María Conchita Alonso,5,14.7940146,20506908.4
María Adánez,1,5.787891,20455276.0
Alexis Georgoulis,1,5.787891,20455276.0
Alistair McGowan,1,5.787891,20455276.0
Morris Day,1,2.808428,20423389.0
Max Perlich,2,7.2090475000000005,20423041.0
Zac Mattoon O'Brien,1,34.821223,20416563.0
Amber Beattie,1,34.821223,20416563.0
Cara Horgan,1,34.821223,20416563.0
Jack Scanlon,1,34.821223,20416563.0
Lee Van Cleef,3,38.257347333333335,20414900.0
Joan Tetzel,1,7.60445,20400000.0
Herbert Marshall,1,7.60445,20400000.0
Charles Bickford,1,7.60445,20400000.0
Jennifer Jones,1,7.60445,20400000.0
Walter Huston,1,7.60445,20400000.0
JoeyStarr,1,14.038703,20374201.0
Marina Foïs,1,14.038703,20374201.0
Karole Rocher,1,14.038703,20374201.0
Arnaud Henriet,1,14.038703,20374201.0
Naidra Ayadi,1,14.038703,20374201.0
Al Ruscio,1,14.513305,20350754.0
Greg Travis,1,14.513305,20350754.0
Alan Rachins,1,14.513305,20350754.0
Lin Tucci,1,14.513305,20350754.0
Cedric Yarbrough,1,4.207456,20342161.0
Ben Garant,1,4.207456,20342161.0
Cory Hodges,2,7.215417,20329983.5
Affion Crockett,4,14.38042725,20326620.5
Tom Lipinski,1,17.683563,20275812.0
Stan Foster,1,6.872784,20256975.0
Roger Aaron Brown,1,6.872784,20256975.0
Jenny Agutter,3,9.678813666666668,20254535.0
Ashton Holmes,3,18.279144,20254275.666666668
Tony Steedman,2,15.3934605,20242522.0
Amy Stock-Poynton,2,18.6397785,20242519.5
Jena Malone,14,23.85879835714286,20224554.785714287
Philippe Labro,1,3.75074,20217080.0
Robert Jauregui,1,16.074397,20211394.0
Gabriel Marantz,1,16.074397,20211394.0
Timothy V. Murphy,1,16.074397,20211394.0
Peter Sellers,3,24.143219333333334,20174539.666666668
Mahershala Ali,3,20.150814999999998,20173852.666666668
Julian Richings,8,21.635851875,20165709.5
Robert Wisdom,3,13.326920000000001,20164306.333333332
Frank Lenart,1,47.862016,20158808.0
Noah Hathaway,1,47.862016,20158808.0
Drum Garrett,1,47.862016,20158808.0
Nicholas Gilbert,1,47.862016,20158808.0
Barret Oliver,1,47.862016,20158808.0
Silvia Seidel,1,47.862016,20158808.0
Tami Stronach,1,47.862016,20158808.0
Darryl Cooksey,1,47.862016,20158808.0
Billie Whitelaw,4,13.7431925,20145964.0
Annabella Sciorra,6,8.973326666666667,20141691.833333332
Laura Harris,2,17.217055000000002,20141660.5
Ruma Guha Thakurta,1,3.604863,20138836.0
Sahira Nair,1,3.604863,20138836.0
Sabyasachi Chakraborty,1,3.604863,20138836.0
Supriya Choudhury,1,3.604863,20138836.0
Don Yesso,2,8.764555999999999,20131510.0
Charles Grodin,3,11.498450666666669,20125424.0
Lee Grant,1,31.60985,20117339.0
Seymour Cassel,13,7.308335153846154,20080917.0
Jason Fuchs,1,4.475007,20080020.0
Luke Halpin,1,4.475007,20080020.0
Robert Deacon,1,4.475007,20080020.0
Donna Reed,2,24.891848000000003,20072062.0
Peter 'Navy' Tuiasosopo,2,18.2269765,20066482.0
Ben Feldman,2,18.834732,20050000.0
Judd Lormand,3,14.466711666666667,20028854.0
"Sammy Davis, Jr.",1,0.709143,20000000.0
Alan Hewitt,1,0.709143,20000000.0
Patrick Magee,1,29.543331,20000000.0
Suzanne Charney,1,0.709143,20000000.0
Arthur O'Sullivan,1,29.543331,20000000.0
Godfrey Quigley,1,29.543331,20000000.0
Frank Middlemass,1,29.543331,20000000.0
Chita Rivera,1,0.709143,20000000.0
Barbara Bouchet,1,0.709143,20000000.0
Vera Miles,2,52.4015765,20000000.0
Diana Körner,1,29.543331,20000000.0
Stubby Kaye,1,0.709143,20000000.0
Peggy Ashcroft,2,6.41495,19993826.5
Macy Gray,3,7.68035,19981500.666666668
Colin Egglesfield,3,6.447109666666667,19967304.333333332
Mark Dacascos,6,8.664277833333333,19956364.166666668
Gary Carlos Cervantes,2,11.7838395,19944367.5
Rodney Dangerfield,2,17.132820000000002,19923172.0
John Standing,2,18.334054000000002,19906309.5
Walter Mathews,1,7.058868,19905359.0
Hilary Thompson,1,7.058868,19905359.0
E. Brian Dean,1,7.058868,19905359.0
Lindsay Wagner,1,7.058868,19905359.0
Carroll O'Connor,2,5.467951,19904997.5
Michael A. Goorjian,1,10.930537,19870567.0
Ricky Harris,1,10.930537,19870567.0
Peter Murnik,1,10.930537,19870567.0
Laura Harring,4,18.348422,19856263.0
Yoshino Kimura,1,17.603823,19844979.0
Mitchell Nye,1,17.603823,19844979.0
Yusuke Iseya,1,17.603823,19844979.0
Damien Jouillerot,1,17.151293,19839492.0
Laurent Capelluto,1,17.151293,19839492.0
Emmanuelle Riva,1,17.151293,19839492.0
Dinara Drukarova,1,17.151293,19839492.0
Rita Blanco,1,17.151293,19839492.0
Walid Afkir,1,17.151293,19839492.0
Raúl Esparza,1,7.001176,19829957.0
Jeremy Chu,1,7.001176,19829957.0
Paulina Olszynski,1,7.001176,19829957.0
Amelia Warner,3,13.619701999999998,19826220.0
Jacques Perrin,2,7.228676500000001,19811743.0
Angell Conwell,2,5.154224,19805490.0
Simbi Khali,1,6.772615,19800000.0
Richard O'Brien,2,25.924892,19788439.5
Olatz López Garmendia,1,13.65494,19777647.0
Patrick Chesnais,1,13.65494,19777647.0
Joe Torry,2,3.7714485,19757893.0
Larry Bagby,2,12.327083,19757356.5
Larenz Tate,5,7.821661800000001,19751573.0
Dean Jagger,3,4.681783,19733333.333333332
Kelli Garner,8,13.71305775,19717439.625
Tony Curtis,2,20.344587,19700000.0
Jason Gedrick,1,3.960098,19693891.0
Jason Weaver,4,8.51322075,19689762.0
Matt Prokop,2,17.734910499999998,19670088.5
Rosanna Arquette,7,11.193124285714285,19657127.57142857
Michael Eklund,4,15.04557825,19648594.5
Peter Maloney,1,52.731379,19629760.0
Arden Myrin,3,11.552998333333335,19595060.0
Edison Chen,2,14.280331,19571919.5
David Wilmot,1,19.411141,19560274.0
Sarah Steele,3,11.517184333333333,19535864.0
Jenna Boyd,2,13.6616445,19526530.5
Paul Sorvino,14,11.293928857142857,19515700.57142857
Rik Mayall,1,14.051852,19478106.0
C.J. Graham,1,11.158167,19472057.0
Darcy DeMoss,1,11.158167,19472057.0
Jennifer Cooke,1,11.158167,19472057.0
Ann Ryerson,1,11.158167,19472057.0
David Kagen,1,11.158167,19472057.0
Tom Fridley,1,11.158167,19472057.0
Renée Jones,1,11.158167,19472057.0
Ali Hillis,3,9.388118666666667,19468437.666666668
Jack Taylor,3,18.690264666666668,19467299.333333332
Jim Siedow,2,19.440102,19442436.0
Summer Glau,2,23.195761,19434732.0
Al Sapienza,2,8.809177499999999,19419726.5
Matthias Brandt,1,10.706613,19406406.0
Manolo Garcia,1,10.706613,19406406.0
Lancelot Perrin,1,10.706613,19406406.0
Aldo Baglio,1,10.706613,19406406.0
Rie Miyazawa,1,10.706613,19406406.0
Robin Thomas,2,5.9547585000000005,19396641.5
Lee Dae-yeon,2,36.9191665,19391656.5
Lee Seung-Shin,2,36.9191665,19391656.5
Oh Dal-su,2,36.9191665,19391656.5
Scott Wolf,2,10.594984,19375811.0
Tichina Arnold,2,6.3893735,19374197.5
Noureen DeWulf,4,12.557627,19369252.0
Stephen Chang,1,12.887673,19351569.0
Christopher Logan,1,12.887673,19351569.0
Celso Bugallo,2,10.5134235,19340811.5
Tom McCamus,2,36.893232,19332671.5
Peter Lorre,2,26.543660000000003,19331250.0
Gary Grubbs,5,22.116684,19313140.6
Sam Wanamaker,1,17.062117,19300000.0
Mark Pillow,1,17.062117,19300000.0
Damian McLawhorn,1,17.062117,19300000.0
Anna Friel,6,8.499906166666667,19296740.5
Kirron Kher,3,4.0585759999999995,19295823.666666668
Jonny Acker,1,11.195593,19294901.0
Daniel Edward Mora,1,11.195593,19294901.0
Mýa,1,11.195593,19294901.0
Peter Billingsley,1,15.128316,19294144.0
Yano Anaya,1,15.128316,19294144.0
Tedde Moore,1,15.128316,19294144.0
Scott Schwartz,1,15.128316,19294144.0
R.D. Robb,1,15.128316,19294144.0
Ian Petrella,1,15.128316,19294144.0
Jean Shepherd,1,15.128316,19294144.0
Darren McGavin,1,15.128316,19294144.0
Carter Jenkins,3,8.007295666666666,19293685.333333332
Bird McIntyre,1,12.664787,19271312.0
Faye Wong,1,12.664787,19271312.0
Dong Jie,1,12.664787,19271312.0
Siu Ping-Lam,1,12.664787,19271312.0
Carina Lau,1,12.664787,19271312.0
Sylvia Hoeks,1,30.058263,19255873.0
Liya Kebede,1,30.058263,19255873.0
Dermot Crowley,1,30.058263,19255873.0
Kiruna Stamell,1,30.058263,19255873.0
Brigitte Christensen,1,30.058263,19255873.0
Dale Dickey,5,17.1669572,19243793.6
Brendan Sexton III,7,9.663052857142857,19222770.57142857
DJ Pooh,2,14.0141295,19222624.5
E.G. Marshall,6,18.046964499999998,19221186.833333332
Lauren German,4,17.295157,19217147.5
William Holden,3,18.438452666666667,19209506.0
Carlos Gómez,1,9.607391,19204929.0
Nathan Fillion,7,13.699858857142857,19187464.42857143
Brian George,2,9.84543,19184454.5
Cameron Scher,1,14.304444,19179969.0
Amy Landecker,3,17.174422333333332,19179037.666666668
Elizabeth Kaitan,1,9.070842,19170001.0
Lar Park Lincoln,1,9.070842,19170001.0
William Butler,1,9.070842,19170001.0
Susan Jennifer Sullivan,1,9.070842,19170001.0
Kevin Spirtas,1,9.070842,19170001.0
Susan Blu,1,9.070842,19170001.0
Heidi Kozak,1,9.070842,19170001.0
John Otrin,1,9.070842,19170001.0
Tatum O'Neal,2,5.2631335,19167243.5
Alyssa Milano,3,18.052068666666667,19166666.666666668
Ivana Miño,1,32.841229,19152480.0
Warner Loughlin,1,32.841229,19152480.0
Chris William Martin,1,32.841229,19152480.0
José Luis García Pérez,1,32.841229,19152480.0
Robert Paterson,1,32.841229,19152480.0
Daniel Cosgrove,2,20.506311999999998,19137741.5
A.J. Johnson,2,4.0623249999999995,19131177.0
Amy Aquino,4,13.3228395,19127339.0
Tony Roberts,2,21.7524415,19125712.5
Paul Simon,2,18.4458445,19125712.5
Camilla Belle,6,5.625988500000001,19124013.0
David Cronenberg,2,11.765179,19118156.0
Joan Chen,6,7.5248756666666665,19115719.833333332
Courtney Love,3,10.547339333333333,19099358.333333332
Cameron Bright,5,16.8037734,19095641.4
Marvin J. McIntyre,2,20.556268,19061052.5
Daphne Zuniga,2,20.667637,19059741.5
Hilarie Burton,2,4.1784245,19052697.5
Quentin Tarantino,5,39.2265246,19048193.0
Bai Ling,8,13.3524665,19041686.25
Tim Oliver Schultz,1,25.281197,19000000.0
Max Riemelt,1,25.281197,19000000.0
Frederick Lau,1,25.281197,19000000.0
Elyas M’Barek,1,25.281197,19000000.0
Jennifer Ulrich,1,25.281197,19000000.0
Cristina do Rego,1,25.281197,19000000.0
Jürgen Vogel,1,25.281197,19000000.0
Jacob Matschenz,1,25.281197,19000000.0
Christiane Paul,1,25.281197,19000000.0
Maximilian Vollmar,1,25.281197,19000000.0
David Watson,1,24.393296,18999718.0
James Gregory,1,24.393296,18999718.0
Paul Richards,1,24.393296,18999718.0
Linda Harrison,1,24.393296,18999718.0
Mark Acheson,3,9.024236333333333,18982059.666666668
Krista Bridges,3,12.966340666666667,18973626.0
Slaine,2,16.325913,18965232.5
Bo Brinkman,2,4.945785000000001,18961968.0
Lorraine Bracco,5,19.8495768,18959081.4
Arthur J. Nascarella,3,12.458063666666666,18954062.333333332
Sahara Garey,1,4.932893,18948425.0
Julito McCullum,1,4.932893,18948425.0
Erica Hubbard,1,4.932893,18948425.0
J.R. Villarreal,1,4.932893,18948425.0
Frédéric Pierrot,2,12.055451,18943053.5
Zachary Coffin,1,9.717392,18928871.0
Harvesp Viraf Chiniwala,1,9.717392,18928871.0
Azfar Ali,1,9.717392,18928871.0
Frank Medrano,2,6.9869395,18915674.0
Clayne Crawford,4,13.294505000000001,18913294.75
Cliff Gorman,2,11.691272999999999,18911838.0
Ben Vereen,2,3.9356809999999998,18911838.0
Gesine Cukrowski,1,6.756886,18902015.0
Anna Thalbach,1,6.756886,18902015.0
Nigel Terry,1,6.756886,18902015.0
Amelia Curtis,1,6.756886,18902015.0
Rebecca Gayheart,4,7.612786249999999,18901103.75
Charlotte Rampling,12,12.7889695,18891073.416666668
Gretchen Mol,7,13.65530742857143,18877503.285714287
Jack Haley,2,33.950758,18877483.5
Dorothy Lamour,3,7.205200666666666,18866666.666666668
Ray Wise,8,8.586384749999999,18840120.125
Steve Lemme,2,15.3086235,18836165.5
Myndy Crist,2,3.7019830000000002,18834874.0
Vince Poletto,1,7.077505,18814720.0
Peter Houghton,1,7.077505,18814720.0
Miki Lee,1,7.077505,18814720.0
Barry Otto,1,7.077505,18814720.0
Karen McLymont,1,7.077505,18814720.0
Richard Norton,1,7.077505,18814720.0
Peter Lindsay,1,7.077505,18814720.0
Gabrielle Fitzpatrick,1,7.077505,18814720.0
David No,1,7.077505,18814720.0
Valerie Cruz,3,11.301896999999999,18807562.333333332
